,Lithology_(main),Hydrocarbon_type_(main),Tectonic_regime,Structural_setting,Region,Permeability_(air_average_mD),Porosity_(matrix_average_%),Depth_(top_reservoir_ft_TVD),Thickness_(gross_average_ft),Thickness_(net_pay_average_ft),Reservoir_period
5301,LIMESTONE,OIL,INVERSION,FORELAND,NORTH AMERICA,161.0,12.65,6288.5,160.0,71.5,CRETACEOUS
5302,SANDSTONE,GAS,GRAVITY,INTRACRATONIC,NORTH AMERICA,5.3,10.15,6288.5,101.0,48.25,CRETACEOUS
5303,THINLY-BEDDED SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,361.0,20.0,7513.5,46.5,29.75,CRETACEOUS
5304,SANDSTONE,OIL,GRAVITY,SALT,NORTH AMERICA,35.0,12.65,4089.999999999999,245.0,29.75,DEVONIAN
5305,LIMESTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,361.0,15.0,8763.5,245.0,29.75,CRETACEOUS
5306,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,850.0,22.75,4089.999999999999,101.0,71.5,CRETACEOUS
5307,SANDSTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,850.0,22.75,10170.0,475.0,101.5,CARBONIFEROUS
5308,SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,161.0,17.5,5153.499999999999,676.9999999999999,140.0,CRETACEOUS
5309,SANDSTONE,OIL,INVERSION,INVERSION,NORTH AMERICA,850.0,26.25,1320.5,475.0,337.5,DEVONIAN
5310,SANDSTONE,OIL,COMPRESSION,THRUST,FORMER SOVIET UNION,35.0,17.5,10170.0,7000.0,1700.5,NEOGENE
5311,CHALK,OIL,GRAVITY,DELTA,NORTH AMERICA,850.0,15.0,6288.5,676.9999999999999,337.5,DEVONIAN
5312,LIMESTONE,OIL,INVERSION,INVERSION,EUROPE,14.0,17.5,2960.5,160.0,101.5,JURASSIC
5313,CONGLOMERATE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,161.0,10.15,4089.999999999999,475.0,29.75,DEVONIAN
5314,SANDSTONE,GAS-CONDENSATE,EXTENSION,RIFT,NORTH AMERICA,35.0,15.0,15389.0,475.0,48.25,DEVONIAN
5315,DOLOMITE,OIL,INVERSION,RIFT,FAR EAST,5.3,15.0,1320.5,676.9999999999999,48.25,PROTEROZOIC
5316,DOLOMITE,GAS,INVERSION,RIFT,AFRICA,161.0,10.15,7513.5,676.9999999999999,337.5,CRETACEOUS
5317,DOLOMITIC LIMESTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,35.0,20.0,1320.5,245.0,101.5,JURASSIC
5318,SANDSTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,35.0,15.0,10170.0,7000.0,140.0,CRETACEOUS
5319,SANDSTONE,GAS,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,161.0,17.5,8763.5,7000.0,140.0,PERMIAN
5320,SANDSTONE,GAS,INVERSION,SALT,EUROPE,850.0,22.75,4089.999999999999,101.0,48.25,JURASSIC
5321,LIMESTONE,OIL,GRAVITY,SALT,LATIN AMERICA,161.0,17.5,6288.5,475.0,337.5,NEOGENE
5322,LIMESTONE,OIL,EXTENSION,RIFT,FAR EAST,850.0,26.25,5153.499999999999,245.0,11.5,PALEOGENE
5323,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,10.15,6288.5,101.0,71.5,DEVONIAN
5324,SANDSTONE,OIL,GRAVITY,SALT,MIDDLE EAST,850.0,17.5,10170.0,245.0,71.5,CRETACEOUS
5325,DOLOMITE,OIL,GRAVITY,SALT,MIDDLE EAST,5.3,5.05,1320.5,676.9999999999999,337.5,CRETACEOUS
5326,SILTSTONE,OIL,COMPRESSION,THRUST,EUROPE,161.0,41.5,1320.5,1152.0,1700.5,JURASSIC
5327,SANDSTONE,GAS-CONDENSATE,COMPRESSION,INTRACRATONIC,AFRICA,361.0,22.75,7513.5,46.5,11.5,CAMBRIAN
5328,DOLOMITE,GAS,COMPRESSION,INTRACRATONIC,NORTH AMERICA,5.3,10.15,5153.499999999999,160.0,48.25,CARBONIFEROUS
5329,SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,850.0,22.75,2960.5,676.9999999999999,337.5,CARBONIFEROUS
5330,SANDSTONE,OIL,COMPRESSION,FORELAND,LATIN AMERICA,361.0,12.65,4089.999999999999,7000.0,71.5,CRETACEOUS
5331,SHALY SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,850.0,41.5,10170.0,245.0,11.5,CRETACEOUS
5332,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,22.75,15389.0,345.0,29.75,CRETACEOUS
5333,DOLOMITE,GAS-CONDENSATE,COMPRESSION,INVERSION,FORMER SOVIET UNION,4350.0,12.65,7513.5,475.0,101.5,DEVONIAN
5334,DIATOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,1.305,41.5,7513.5,475.0,101.5,CARBONIFEROUS
5335,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,15.0,6288.5,345.0,11.5,JURASSIC
5336,DIATOMITE,OIL,EXTENSION,WRENCH,FAR EAST,75.0,17.5,5153.499999999999,7000.0,337.5,TRIASSIC
5337,DOLOMITE,OIL,EXTENSION,RIFT,EUROPE,14.0,10.15,2960.5,46.5,29.75,JURASSIC
5338,LIMESTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,10.15,5153.499999999999,160.0,101.5,NEOGENE
5339,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,161.0,26.25,4089.999999999999,676.9999999999999,337.5,CARBONIFEROUS
5340,LIMESTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,161.0,22.75,7513.5,345.0,11.5,DEVONIAN
5341,DOLOMITE,OIL,EXTENSION,SUB-SALT,AFRICA,35.0,17.5,10170.0,475.0,101.5,CRETACEOUS
5342,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,850.0,41.5,15389.0,160.0,29.75,CRETACEOUS
5343,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,5.3,10.15,8763.5,345.0,205.0,CARBONIFEROUS
5344,SANDSTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,5.3,20.0,6288.5,46.5,11.5,NEOGENE
5345,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,161.0,15.0,8763.5,345.0,337.5,PALEOGENE
5346,SANDSTONE,GAS,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,161.0,22.75,6288.5,7000.0,1700.5,CRETACEOUS
5347,SANDSTONE,OIL,INVERSION,SALT,EUROPE,4350.0,41.5,4089.999999999999,475.0,205.0,PERMIAN
5348,DOLOMITE,GAS-CONDENSATE,EXTENSION,RIFT,EUROPE,1.305,5.05,15389.0,7000.0,140.0,JURASSIC
5349,CONGLOMERATE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,1.305,12.65,1320.5,475.0,337.5,DEVONIAN
5350,DOLOMITE,OIL,EXTENSION,RIFT,EUROPE,14.0,12.65,7513.5,46.5,11.5,JURASSIC
5351,SANDSTONE,GAS-CONDENSATE,EXTENSION,RIFT,EUROPE,14.0,20.0,7513.5,245.0,140.0,JURASSIC
5352,DOLOMITE,OIL,INVERSION,INVERSION,NORTH AMERICA,5.3,5.05,2960.5,345.0,205.0,PALEOGENE
5353,CHALKY LIMESTONE,OIL,EXTENSION,PASSIVE MARGIN,EUROPE,75.0,20.0,6288.5,1152.0,1700.5,JURASSIC
5354,SANDSTONE,OIL,EXTENSION,PASSIVE MARGIN,EUROPE,361.0,22.75,5153.499999999999,101.0,48.25,JURASSIC
5355,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,850.0,17.5,2960.5,1152.0,1700.5,JURASSIC
5356,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,14.0,10.15,8763.5,46.5,11.5,CRETACEOUS
5357,SANDSTONE,GAS,EXTENSION,RIFT,EUROPE,1.305,5.05,1320.5,475.0,29.75,JURASSIC
5358,LIMESTONE,OIL,COMPRESSION,THRUST,FAR EAST,850.0,26.25,10170.0,475.0,101.5,NEOGENE
5359,DOLOMITE,OIL,GRAVITY,SALT,MIDDLE EAST,850.0,26.25,6288.5,46.5,48.25,PERMIAN
5360,CHALKY LIMESTONE,OIL,GRAVITY,SALT,MIDDLE EAST,5.3,20.0,2960.5,245.0,205.0,CRETACEOUS
5361,LIMESTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,FORMER SOVIET UNION,14.0,26.25,1320.5,676.9999999999999,101.5,NEOGENE
5362,THINLY-BEDDED SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,5.3,20.0,15389.0,345.0,337.5,PALEOGENE
5363,SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,4350.0,41.5,4089.999999999999,245.0,101.5,JURASSIC
5364,SANDSTONE,OIL,EXTENSION,INTRACRATONIC,EUROPE,5.3,12.65,7513.5,46.5,11.5,JURASSIC
5365,LIMESTONE,GAS-CONDENSATE,GRAVITY,DELTA,AFRICA,161.0,17.5,5153.499999999999,676.9999999999999,1700.5,CRETACEOUS
5366,LIMESTONE,OIL,STRIKE-SLIP,WRENCH,AFRICA,35.0,17.5,5153.499999999999,7000.0,337.5,CRETACEOUS
5367,SANDSTONE,CARBON DIOXIDE,GRAVITY,DELTA,FAR EAST,5.3,12.65,4089.999999999999,345.0,48.25,NEOGENE
5368,SANDSTONE,GAS,GRAVITY,SALT,MIDDLE EAST,361.0,22.75,15389.0,160.0,29.75,CRETACEOUS
5369,DOLOMITE,OIL,GRAVITY,SALT,MIDDLE EAST,850.0,26.25,6288.5,676.9999999999999,1700.5,CRETACEOUS
5370,SANDSTONE,GAS,GRAVITY,SALT,LATIN AMERICA,361.0,12.65,8763.5,475.0,29.75,CRETACEOUS
5371,CHALK,OIL,GRAVITY,SALT,LATIN AMERICA,161.0,15.0,10170.0,7000.0,1700.5,CRETACEOUS
5372,SANDSTONE,OIL,GRAVITY,SALT,LATIN AMERICA,161.0,20.0,7513.5,475.0,140.0,CRETACEOUS
5373,DOLOMITE,OIL,GRAVITY,DELTA,FAR EAST,1.305,5.05,2960.5,7000.0,1700.5,TRIASSIC
5374,SANDSTONE,GAS,GRAVITY,SALT,MIDDLE EAST,161.0,17.5,6288.5,676.9999999999999,101.5,CRETACEOUS
5375,DOLOMITE,GAS,STRIKE-SLIP,WRENCH,FAR EAST,1.305,5.05,7513.5,1152.0,1700.5,TRIASSIC
5376,DOLOMITE,GAS,COMPRESSION,WRENCH,LATIN AMERICA,5.3,5.05,6288.5,1152.0,205.0,CRETACEOUS
5377,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,15.0,15389.0,46.5,11.5,PERMIAN
5378,SANDSTONE,OIL,GRAVITY,SALT,NORTH AMERICA,4350.0,22.75,6288.5,245.0,48.25,DEVONIAN
5379,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,161.0,22.75,5153.499999999999,345.0,140.0,NEOGENE
5380,SANDSTONE,OIL,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,361.0,17.5,7513.5,7000.0,71.5,CARBONIFEROUS
5381,DOLOMITE,GAS-CONDENSATE,INVERSION,INVERSION,FAR EAST,75.0,17.5,5153.499999999999,160.0,11.5,CRETACEOUS
5382,LIMESTONE,GAS-CONDENSATE,EXTENSION,RIFT,EUROPE,850.0,26.25,4089.999999999999,160.0,101.5,JURASSIC
5383,SANDSTONE,OIL,COMPRESSION,THRUST,FAR EAST,1.305,10.15,15389.0,676.9999999999999,205.0,PALEOGENE
5384,SANDSTONE,GAS,COMPRESSION,THRUST,NORTH AMERICA,1.305,12.65,1320.5,245.0,205.0,CRETACEOUS
5385,SANDSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,1.305,12.65,4089.999999999999,46.5,71.5,PERMIAN
5386,SANDSTONE,OIL,COMPRESSION,THRUST,NORTH AMERICA,5.3,17.5,4089.999999999999,345.0,140.0,CRETACEOUS
5387,SANDSTONE,GAS-CONDENSATE,GRAVITY,SALT,NORTH AMERICA,1.305,10.15,15389.0,345.0,140.0,CRETACEOUS
5388,SANDSTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,5.3,12.65,5153.499999999999,160.0,48.25,NEOGENE
5389,SANDSTONE,OIL,STRIKE-SLIP,WRENCH,NORTH AMERICA,1.305,10.15,10170.0,676.9999999999999,337.5,CARBONIFEROUS
5390,LIMESTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,35.0,17.5,2960.5,1152.0,205.0,CRETACEOUS
5391,DOLOMITE,OIL,EXTENSION,RIFT,AFRICA,361.0,10.15,15389.0,475.0,48.25,CRETACEOUS
5392,SANDSTONE,GAS,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,75.0,15.0,15389.0,245.0,11.5,CRETACEOUS
5393,LIMESTONE,OIL,STRIKE-SLIP,WRENCH,AFRICA,35.0,10.15,6288.5,1152.0,48.25,CRETACEOUS
5394,LIMESTONE,OIL,COMPRESSION,FORELAND,FAR EAST,4350.0,22.75,6288.5,676.9999999999999,101.5,ORDOVICIAN
5395,SANDSTONE,GAS-CONDENSATE,GRAVITY,SALT,NORTH AMERICA,5.3,17.5,15389.0,345.0,205.0,CARBONIFEROUS
5396,SANDSTONE,OIL,GRAVITY,PASSIVE MARGIN,AFRICA,4350.0,26.25,4089.999999999999,475.0,337.5,PALEOZOIC
5397,DOLOMITE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,161.0,10.15,15389.0,160.0,11.5,CRETACEOUS
5398,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,850.0,26.25,4089.999999999999,245.0,29.75,CRETACEOUS
5399,BASEMENT,OIL,GRAVITY,DELTA,NORTH AMERICA,4350.0,10.15,6288.5,245.0,337.5,PERMIAN
5400,SANDSTONE,GAS-CONDENSATE,EXTENSION,FORELAND,NORTH AMERICA,5.3,20.0,1320.5,46.5,48.25,NEOGENE
5401,SANDSTONE,GAS,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,850.0,22.75,2960.5,7000.0,1700.5,PALEOGENE
5402,SANDSTONE,GAS,GRAVITY,DELTA,NORTH AMERICA,1.305,12.65,5153.499999999999,7000.0,140.0,PALEOGENE
5403,LIMESTONE,OIL,GRAVITY,SALT,NORTH AMERICA,161.0,5.05,2960.5,160.0,140.0,PERMIAN
5404,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,5.3,17.5,5153.499999999999,160.0,48.25,CARBONIFEROUS
5405,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,12.65,7513.5,345.0,11.5,CRETACEOUS
5406,DOLOMITE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,361.0,10.15,10170.0,160.0,101.5,CARBONIFEROUS
5407,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,161.0,22.75,7513.5,1152.0,1700.5,CRETACEOUS
5408,LIMESTONE,OIL,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,1.305,5.05,8763.5,101.0,29.75,PERMIAN
5409,LIMESTONE,OIL,EXTENSION,PASSIVE MARGIN,EUROPE,14.0,10.15,2960.5,345.0,205.0,JURASSIC
5410,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,NORTH AMERICA,75.0,20.0,7513.5,160.0,11.5,ORDOVICIAN
5411,SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,4350.0,41.5,5153.499999999999,245.0,71.5,CAMBRIAN
5412,SILTSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,161.0,22.75,15389.0,245.0,205.0,CRETACEOUS
5413,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,22.75,4089.999999999999,46.5,29.75,NEOGENE
5414,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,161.0,20.0,7513.5,1152.0,140.0,JURASSIC
5415,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,5.3,10.15,5153.499999999999,345.0,48.25,PALEOGENE
5416,SANDSTONE,OIL,COMPRESSION,THRUST,FORMER SOVIET UNION,161.0,20.0,1320.5,7000.0,1700.5,CRETACEOUS
5417,LOW-RESISTIVITY SANDSTONE,OIL,INVERSION,SALT,EUROPE,4350.0,41.5,8763.5,676.9999999999999,11.5,JURASSIC
5418,SANDSTONE,OIL,COMPRESSION,FORELAND,MIDDLE EAST,850.0,22.75,4089.999999999999,676.9999999999999,101.5,PERMIAN
5419,LIMESTONE,OIL,GRAVITY,SALT,NORTH AMERICA,75.0,22.75,7513.5,160.0,11.5,NEOGENE
5420,SANDSTONE,OIL,EXTENSION,PASSIVE MARGIN,EUROPE,850.0,26.25,2960.5,101.0,71.5,JURASSIC
5421,SANDSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,5.3,10.15,5153.499999999999,345.0,140.0,PERMIAN
5422,DOLOMITE,OIL,INVERSION,INVERSION,LATIN AMERICA,1.305,5.05,1320.5,7000.0,140.0,CRETACEOUS
5423,DOLOMITE,GAS-CONDENSATE,INVERSION,INVERSION,EUROPE,5.3,15.0,2960.5,345.0,29.75,TRIASSIC
5424,THINLY-BEDDED SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,20.0,10170.0,345.0,71.5,CRETACEOUS
5425,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,15.0,10170.0,101.0,101.5,DEVONIAN
5426,LIMESTONE,OIL,COMPRESSION,FORELAND,FORMER SOVIET UNION,5.3,5.05,10170.0,345.0,205.0,CRETACEOUS
5427,SANDSTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,161.0,22.75,10170.0,345.0,71.5,PERMIAN
5428,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,161.0,26.25,7513.5,345.0,140.0,PALEOGENE
5429,SANDSTONE,GAS-CONDENSATE,COMPRESSION,FORELAND,NORTH AMERICA,1.305,10.15,5153.499999999999,46.5,11.5,CRETACEOUS
5430,LOW-RESISTIVITY SANDSTONE,OIL,GRAVITY,DELTA,FAR EAST,361.0,17.5,4089.999999999999,1152.0,337.5,CARBONIFEROUS
5431,DOLOMITE,OIL,INVERSION,INVERSION,FAR EAST,5.3,15.0,8763.5,101.0,71.5,PALEOGENE
5432,SANDSTONE,OIL,GRAVITY,SALT,NORTH AMERICA,850.0,17.5,10170.0,245.0,205.0,CRETACEOUS
5433,LIMESTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,161.0,12.65,2960.5,1152.0,337.5,CRETACEOUS
5434,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,35.0,12.65,7513.5,7000.0,71.5,CARBONIFEROUS
5435,SANDSTONE,GAS,UPLIFT,INTRACRATONIC,NORTH AMERICA,35.0,20.0,6288.5,7000.0,337.5,CRETACEOUS
5436,SANDSTONE,OIL,INVERSION,FORELAND,MIDDLE EAST,850.0,17.5,4089.999999999999,676.9999999999999,101.5,CRETACEOUS
5437,LIMESTONE,GAS,INVERSION,SALT,EUROPE,75.0,10.15,15389.0,245.0,140.0,JURASSIC
5438,SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,4350.0,26.25,4089.999999999999,245.0,71.5,JURASSIC
5439,SANDSTONE,OIL,GRAVITY,PASSIVE MARGIN,AFRICA,4350.0,41.5,4089.999999999999,475.0,205.0,NEOGENE
5440,LIMESTONE,GAS,COMPRESSION,FORELAND,NORTH AMERICA,35.0,12.65,2960.5,1152.0,337.5,CRETACEOUS
5441,SANDSTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,850.0,26.25,6288.5,345.0,205.0,CARBONIFEROUS
5442,SANDSTONE,OIL,STRIKE-SLIP,INTRACRATONIC,NORTH AMERICA,361.0,41.5,1320.5,46.5,29.75,TRIASSIC
5443,SANDSTONE,GAS-CONDENSATE,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,161.0,22.75,15389.0,46.5,29.75,PROTEROZOIC
5444,SANDSTONE,OIL,COMPRESSION,SALT,MIDDLE EAST,4350.0,26.25,4089.999999999999,245.0,29.75,CRETACEOUS
5445,DOLOMITE,OIL,EXTENSION,PASSIVE MARGIN,FAR EAST,1.305,5.05,2960.5,101.0,29.75,CARBONIFEROUS
5446,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,4350.0,26.25,6288.5,475.0,140.0,PALEOGENE
5447,SANDSTONE,OIL,COMPRESSION,THRUST,FAR EAST,361.0,22.75,1320.5,245.0,11.5,PALEOGENE
5448,LIMESTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,1.305,12.65,5153.499999999999,345.0,337.5,DEVONIAN
5449,SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,850.0,26.25,2960.5,1152.0,29.75,DEVONIAN
5450,CONGLOMERATE,GAS-CONDENSATE,GRAVITY,DELTA,AFRICA,75.0,15.0,5153.499999999999,475.0,337.5,CAMBRIAN
5451,SANDSTONE,OIL,GRAVITY,SALT,MIDDLE EAST,850.0,17.5,10170.0,245.0,140.0,CRETACEOUS
5452,SANDSTONE,GAS-CONDENSATE,INVERSION,INVERSION,FAR EAST,161.0,20.0,4089.999999999999,1152.0,205.0,PROTEROZOIC
5453,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,850.0,26.25,7513.5,345.0,101.5,CRETACEOUS
5454,SANDSTONE,GAS,COMPRESSION,THRUST,LATIN AMERICA,5.3,10.15,1320.5,7000.0,140.0,NEOGENE
5455,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,15.0,6288.5,245.0,140.0,JURASSIC
5456,SANDSTONE,OIL,COMPRESSION,FORELAND,FAR EAST,35.0,15.0,6288.5,1152.0,205.0,NEOGENE
5457,SANDSTONE,OIL,INVERSION,INVERSION,AFRICA,4350.0,26.25,1320.5,160.0,140.0,NEOGENE
5458,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,4350.0,22.75,2960.5,7000.0,1700.5,CRETACEOUS
5459,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,20.0,5153.499999999999,46.5,29.75,CARBONIFEROUS
5460,CHALKY LIMESTONE,GAS-CONDENSATE,GRAVITY,SALT,NORTH AMERICA,361.0,17.5,8763.5,46.5,29.75,PALEOGENE
5461,LIMESTONE,OIL,INVERSION,INVERSION,FAR EAST,35.0,17.5,2960.5,160.0,71.5,TRIASSIC
5462,SANDSTONE,OIL,EXTENSION,RIFT,FAR EAST,850.0,41.5,2960.5,160.0,48.25,NEOGENE
5463,SANDSTONE,OIL,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,35.0,10.15,8763.5,101.0,48.25,CARBONIFEROUS
5464,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,75.0,12.65,10170.0,676.9999999999999,1700.5,JURASSIC
5465,LIMESTONE,OIL,EXTENSION,RIFT,EUROPE,14.0,17.5,8763.5,345.0,71.5,TRIASSIC
5466,SANDSTONE,GAS,COMPRESSION,THRUST,LATIN AMERICA,361.0,20.0,2960.5,7000.0,1700.5,NEOGENE
5467,LIMESTONE,OIL,INVERSION,INVERSION,FAR EAST,14.0,10.15,8763.5,160.0,71.5,CARBONIFEROUS
5468,DOLOMITE,OIL,INVERSION,RIFT,FAR EAST,5.3,10.15,4089.999999999999,1152.0,337.5,CRETACEOUS
5469,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,15.0,6288.5,46.5,29.75,DEVONIAN
5470,LOW-RESISTIVITY SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,4350.0,41.5,4089.999999999999,46.5,71.5,NEOGENE
5471,DOLOMITIC LIMESTONE,OIL,EXTENSION,RIFT,EUROPE,361.0,22.75,10170.0,46.5,29.75,JURASSIC
5472,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,12.65,4089.999999999999,245.0,337.5,CARBONIFEROUS
5473,SILTSTONE,OIL,EXTENSION,RIFT,NORTH AMERICA,14.0,10.15,7513.5,676.9999999999999,1700.5,PERMIAN
5474,SANDSTONE,GAS,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,1.305,17.5,8763.5,7000.0,205.0,DEVONIAN
5475,DOLOMITE,OIL,COMPRESSION,THRUST,FAR EAST,14.0,10.15,1320.5,475.0,140.0,TRIASSIC
5476,SANDSTONE,OIL,COMPRESSION,THRUST,NORTH AMERICA,161.0,17.5,4089.999999999999,345.0,140.0,CAMBRIAN
5477,DOLOMITE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,10.15,4089.999999999999,345.0,71.5,DEVONIAN
5478,SANDSTONE,OIL,COMPRESSION,THRUST,NORTH AMERICA,850.0,22.75,1320.5,7000.0,140.0,TRIASSIC
5479,CHALKY LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,22.75,6288.5,160.0,29.75,PERMIAN
5480,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,35.0,20.0,5153.499999999999,101.0,101.5,CARBONIFEROUS
5481,LIMESTONE,OIL,COMPRESSION,THRUST,MIDDLE EAST,75.0,10.15,6288.5,160.0,48.25,CRETACEOUS
5482,SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,35.0,15.0,15389.0,676.9999999999999,140.0,CRETACEOUS
5483,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,161.0,20.0,1320.5,160.0,71.5,CRETACEOUS
5484,SANDSTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,14.0,20.0,5153.499999999999,160.0,71.5,CARBONIFEROUS
5485,SANDSTONE,OIL,INVERSION,INVERSION,FORMER SOVIET UNION,35.0,10.15,5153.499999999999,245.0,101.5,PROTEROZOIC
5486,CONGLOMERATE,BITUMEN,GRAVITY,SALT,MIDDLE EAST,14.0,26.25,6288.5,1152.0,1700.5,CRETACEOUS
5487,SANDSTONE,OIL,INVERSION,INVERSION,FAR EAST,35.0,20.0,4089.999999999999,7000.0,205.0,ORDOVICIAN
5488,LIMESTONE,OIL,COMPRESSION,FORELAND,NORTH AMERICA,75.0,15.0,7513.5,245.0,29.75,DEVONIAN
5489,DOLOMITE,OIL,COMPRESSION,THRUST,FAR EAST,5.3,5.05,2960.5,475.0,140.0,NEOGENE
5490,SANDSTONE,OIL,GRAVITY,DELTA,NORTH AMERICA,4350.0,22.75,5153.499999999999,160.0,140.0,CRETACEOUS
5491,SILTSTONE,OIL,INVERSION,RIFT,FAR EAST,850.0,22.75,8763.5,345.0,205.0,PALEOGENE
5492,SANDSTONE,OIL,STRIKE-SLIP,WRENCH,AFRICA,4350.0,26.25,7513.5,46.5,11.5,PALEOZOIC
5493,SANDSTONE,OIL,EXTENSION,RIFT,EUROPE,161.0,10.15,8763.5,676.9999999999999,337.5,TRIASSIC
5494,LIMESTONE,OIL,COMPRESSION,SUB-THRUST,NORTH AMERICA,35.0,26.25,10170.0,345.0,11.5,CRETACEOUS
5495,SANDSTONE,GAS,COMPRESSION,THRUST,NORTH AMERICA,850.0,26.25,7513.5,345.0,101.5,PERMIAN
5496,SANDSTONE,OIL,INVERSION,BACKARC,FAR EAST,4350.0,41.5,6288.5,475.0,140.0,PALEOGENE
