,Hydrocarbon_type_(main),Depth_(top_reservoir_ft_TVD),Tectonic_regime,Structural_setting,Region,Thickness_(gross_average_ft),Thickness_(net_pay_average_ft),Reservoir_period,Lithology_(main),Permeability_(air_average_mD),Porosity_(matrix_average_%)
4222,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,CRETACEOUS,SANDSTONE,1.305,10.15
4223,GAS,8763.5,EXTENSION,RIFT,FAR EAST,1152.0,29.75,PROTEROZOIC,DOLOMITE,5.3,20.0
4224,OIL,4089.999999999999,INVERSION,INVERSION,FAR EAST,345.0,71.5,CRETACEOUS,SANDSTONE,35.0,20.0
4225,GAS-CONDENSATE,15389.0,EXTENSION,RIFT,EUROPE,475.0,337.5,TRIASSIC,SANDSTONE,161.0,22.75
4226,OIL,6288.5,INVERSION,FORELAND,NORTH AMERICA,245.0,29.75,PERMIAN,SANDSTONE,35.0,20.0
4227,OIL,4089.999999999999,GRAVITY,SALT,NORTH AMERICA,245.0,101.5,JURASSIC,SANDSTONE,75.0,15.0
4228,OIL,10170.0,STRIKE-SLIP,WRENCH,NORTH AMERICA,46.5,29.75,NEOGENE,SHALY SANDSTONE,1.305,12.65
4229,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,48.25,PERMIAN,LIMESTONE,4350.0,17.5
4230,OIL,5153.499999999999,COMPRESSION,FORELAND,MIDDLE EAST,1152.0,1700.5,JURASSIC,LIMESTONE,850.0,41.5
4231,OIL,10170.0,COMPRESSION,THRUST,FORMER SOVIET UNION,345.0,71.5,NEOGENE,SANDSTONE,4350.0,26.25
4232,OIL,4089.999999999999,INVERSION,BACKARC,FAR EAST,160.0,48.25,NEOGENE,SANDSTONE,4350.0,12.65
4233,OIL,7513.5,INVERSION,INVERSION,FORMER SOVIET UNION,1152.0,48.25,DEVONIAN,SANDSTONE,361.0,41.5
4234,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,1700.5,SILURIAN,DOLOMITE,35.0,10.15
4235,OIL,7513.5,INVERSION,SALT,EUROPE,1152.0,337.5,CRETACEOUS,SANDSTONE,35.0,17.5
4236,GAS,10170.0,EXTENSION,RIFT,EUROPE,46.5,11.5,TRIASSIC,SANDSTONE,35.0,17.5
4237,OIL,10170.0,STRIKE-SLIP,WRENCH,FAR EAST,475.0,11.5,NEOGENE,SANDSTONE,361.0,12.65
4238,GAS,15389.0,GRAVITY,SALT,LATIN AMERICA,1152.0,101.5,CRETACEOUS,CONGLOMERATE,5.3,12.65
4239,OIL,10170.0,COMPRESSION,THRUST,FAR EAST,1152.0,1700.5,NEOGENE,LOW-RESISTIVITY SANDSTONE,4350.0,26.25
4240,OIL,7513.5,COMPRESSION,FORELAND,MIDDLE EAST,676.9999999999999,140.0,JURASSIC,LIMESTONE,161.0,20.0
4241,OIL,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,160.0,11.5,CARBONIFEROUS,DOLOMITE,1.305,12.65
4242,OIL,2960.5,EXTENSION,RIFT,AFRICA,245.0,11.5,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,850.0,17.5
4243,OIL,5153.499999999999,INVERSION,RIFT,FAR EAST,475.0,205.0,PALEOGENE,SANDSTONE,35.0,15.0
4244,OIL,10170.0,EXTENSION,RIFT,FAR EAST,7000.0,1700.5,PROTEROZOIC,DOLOMITE,35.0,5.05
4245,OIL,8763.5,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,160.0,101.5,CARBONIFEROUS,LIMESTONE,35.0,12.65
4246,GAS,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,71.5,PERMIAN,DOLOMITE,75.0,22.75
4247,OIL,5153.499999999999,EXTENSION,RIFT,FAR EAST,101.0,71.5,PALEOGENE,SANDSTONE,4350.0,26.25
4248,OIL,5153.499999999999,EXTENSION,RIFT,AFRICA,7000.0,1700.5,PALEOGENE,LIMESTONE,14.0,12.65
4249,OIL,8763.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,160.0,29.75,ORDOVICIAN,DOLOMITE,14.0,17.5
4250,OIL,5153.499999999999,EXTENSION,RIFT,EUROPE,1152.0,1700.5,JURASSIC,SANDSTONE,361.0,17.5
4251,OIL,8763.5,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,475.0,101.5,CRETACEOUS,LIMESTONE,75.0,20.0
4252,GAS-CONDENSATE,15389.0,INVERSION,RIFT,EUROPE,475.0,140.0,JURASSIC,SANDSTONE,5.3,12.65
4253,GAS,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,245.0,140.0,PERMIAN,DOLOMITE,1.305,5.05
4254,GAS,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,160.0,11.5,DEVONIAN,LIMESTONE,14.0,10.15
4255,OIL,6288.5,COMPRESSION,THRUST,LATIN AMERICA,475.0,11.5,PALEOGENE,SANDSTONE,850.0,26.25
4256,OIL,8763.5,COMPRESSION,FORELAND,EUROPE,345.0,205.0,CRETACEOUS,CHALK,1.305,5.05
4257,OIL,4089.999999999999,STRIKE-SLIP,INVERSION,FORMER SOVIET UNION,160.0,11.5,JURASSIC,SANDSTONE,4350.0,41.5
4258,OIL,7513.5,EXTENSION,RIFT,EUROPE,475.0,101.5,CRETACEOUS,THINLY-BEDDED SANDSTONE,161.0,15.0
4259,GAS-CONDENSATE,2960.5,COMPRESSION,WRENCH,LATIN AMERICA,46.5,29.75,PALEOGENE,SANDSTONE,161.0,22.75
4260,OIL,4089.999999999999,INVERSION,INVERSION,FAR EAST,160.0,48.25,PALEOGENE,SANDSTONE,850.0,41.5
4261,GAS-CONDENSATE,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,1700.5,CRETACEOUS,SANDSTONE,850.0,22.75
4262,OIL,7513.5,GRAVITY,SALT,NORTH AMERICA,46.5,29.75,JURASSIC,SANDSTONE,4350.0,26.25
4263,GAS,15389.0,TRANSPRESSION,PASSIVE MARGIN,FORMER SOVIET UNION,345.0,140.0,JURASSIC,DOLOMITE,5.3,5.05
4264,OIL,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,7000.0,1700.5,DEVONIAN,DOLOMITE,5.3,5.05
4265,OIL,1320.5,GRAVITY,SALT,MIDDLE EAST,475.0,1700.5,JURASSIC,LIMESTONE,161.0,17.5
4266,OIL,5153.499999999999,COMPRESSION,THRUST,LATIN AMERICA,345.0,337.5,CRETACEOUS,CONGLOMERATE,75.0,10.15
4267,OIL,15389.0,COMPRESSION,THRUST,NORTH AMERICA,676.9999999999999,205.0,CARBONIFEROUS,DOLOMITIC LIMESTONE,1.305,15.0
4268,OIL,1320.5,COMPRESSION,SALT,MIDDLE EAST,676.9999999999999,140.0,CRETACEOUS,LIMESTONE,75.0,15.0
4269,GAS-CONDENSATE,15389.0,STRIKE-SLIP,WRENCH,LATIN AMERICA,1152.0,205.0,NEOGENE,SANDSTONE,361.0,17.5
4270,OIL,1320.5,EXTENSION,RIFT,EUROPE,475.0,205.0,JURASSIC,SANDSTONE,850.0,17.5
4271,OIL,2960.5,COMPRESSION,RIFT,FORMER SOVIET UNION,7000.0,1700.5,PROTEROZOIC,SANDSTONE,4350.0,41.5
4272,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,337.5,DEVONIAN,DOLOMITE,5.3,5.05
4273,OIL,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,475.0,1700.5,PERMIAN,LIMESTONE,14.0,15.0
4274,GAS,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,475.0,101.5,PERMIAN,DOLOMITE,5.3,5.05
4275,OIL,2960.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,1152.0,140.0,CARBONIFEROUS,SANDSTONE,14.0,12.65
4276,OIL,8763.5,INVERSION,FORELAND,NORTH AMERICA,101.0,11.5,PERMIAN,DOLOMITE,1.305,5.05
4277,OIL,5153.499999999999,GRAVITY,SALT,EUROPE,1152.0,205.0,JURASSIC,SANDSTONE,850.0,26.25
4278,GAS-CONDENSATE,15389.0,EXTENSION,RIFT,EUROPE,160.0,71.5,CRETACEOUS,SANDSTONE,161.0,22.75
4279,OIL,2960.5,GRAVITY,SUB-SALT,NORTH AMERICA,160.0,101.5,JURASSIC,SANDSTONE,4350.0,41.5
4280,OIL,7513.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,1152.0,71.5,CARBONIFEROUS,DOLOMITE,4350.0,41.5
4281,GAS,1320.5,INVERSION,RIFT,FAR EAST,475.0,337.5,PALEOGENE,SANDSTONE,850.0,22.75
4282,GAS,1320.5,GRAVITY,SALT,LATIN AMERICA,475.0,337.5,CRETACEOUS,CONGLOMERATE,161.0,22.75
4283,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,245.0,29.75,PERMIAN,SANDSTONE,161.0,20.0
4284,OIL,2960.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,7000.0,1700.5,CARBONIFEROUS,LIMESTONE,4350.0,26.25
4285,OIL,1320.5,EXTENSION,RIFT,FAR EAST,101.0,29.75,ARCHEAN,BASEMENT,5.3,12.65
4286,OIL,8763.5,COMPRESSION,FORELAND,MIDDLE EAST,245.0,29.75,CRETACEOUS,LIMESTONE,35.0,15.0
4287,GAS-CONDENSATE,15389.0,EXTENSION,RIFT,AFRICA,7000.0,337.5,CRETACEOUS,SANDSTONE,75.0,12.65
4288,OIL,8763.5,INVERSION,INVERSION,EUROPE,245.0,71.5,CRETACEOUS,SANDSTONE,361.0,20.0
4289,GAS,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,PERMIAN,SANDSTONE,1.305,22.75
4290,OIL,2960.5,INVERSION,INVERSION,FAR EAST,245.0,205.0,CRETACEOUS,SANDSTONE,850.0,17.5
4291,OIL,1320.5,INVERSION,RIFT,FAR EAST,7000.0,29.75,PALEOGENE,SANDSTONE,35.0,22.75
4292,OIL,1320.5,STRIKE-SLIP,WRENCH,NORTH AMERICA,676.9999999999999,205.0,NEOGENE,LOW-RESISTIVITY SANDSTONE,161.0,17.5
4293,OIL,2960.5,GRAVITY,SALT,EUROPE,46.5,29.75,CRETACEOUS,CHALK,1.305,41.5
4294,GAS-CONDENSATE,8763.5,GRAVITY,SALT,NORTH AMERICA,345.0,101.5,CRETACEOUS,SANDSTONE,850.0,26.25
4295,OIL,15389.0,COMPRESSION,FORELAND,LATIN AMERICA,245.0,71.5,NEOGENE,THINLY-BEDDED SANDSTONE,361.0,17.5
4296,GAS,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,1700.5,CARBONIFEROUS,SANDSTONE,4350.0,26.25
4297,OIL,5153.499999999999,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,7000.0,1700.5,DEVONIAN,SANDSTONE,35.0,5.05
4298,OIL,2960.5,COMPRESSION,THRUST,LATIN AMERICA,475.0,337.5,CRETACEOUS,SANDSTONE,161.0,22.75
4299,OIL,7513.5,COMPRESSION,INTRACRATONIC,FAR EAST,676.9999999999999,101.5,JURASSIC,SANDSTONE,850.0,22.75
4300,GAS-CONDENSATE,15389.0,COMPRESSION,FORELAND,FAR EAST,7000.0,1700.5,NEOGENE,LIMESTONE,14.0,10.15
4301,OIL,5153.499999999999,COMPRESSION,SALT,MIDDLE EAST,1152.0,71.5,JURASSIC,LIMESTONE,75.0,17.5
4302,OIL,2960.5,EXTENSION,RIFT,FAR EAST,7000.0,1700.5,PALEOGENE,SANDSTONE,361.0,12.65
4303,OIL,10170.0,INVERSION,RIFT,AFRICA,1152.0,337.5,CRETACEOUS,SANDSTONE,161.0,10.15
4304,GAS-CONDENSATE,15389.0,GRAVITY,SALT,NORTH AMERICA,101.0,71.5,JURASSIC,SANDSTONE,161.0,12.65
4305,OIL,7513.5,INVERSION,RIFT,FAR EAST,676.9999999999999,205.0,PALEOGENE,SANDSTONE,35.0,17.5
4306,OIL,1320.5,COMPRESSION,THRUST,LATIN AMERICA,1152.0,140.0,CRETACEOUS,SANDSTONE,4350.0,41.5
4307,GAS-CONDENSATE,10170.0,COMPRESSION,FORELAND,NORTH AMERICA,160.0,101.5,PERMIAN,DOLOMITE,5.3,10.15
4308,GAS-CONDENSATE,7513.5,GRAVITY,DELTA,NORTH AMERICA,160.0,48.25,PALEOGENE,SANDSTONE,850.0,26.25
4309,OIL,2960.5,EXTENSION,RIFT,FAR EAST,1152.0,101.5,PALEOGENE,SANDSTONE,4350.0,41.5
4310,OIL,7513.5,EXTENSION,RIFT,EUROPE,160.0,101.5,PERMIAN,SANDSTONE,4350.0,41.5
4311,OIL,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,PERMIAN,DOLOMITE,75.0,22.75
4312,GAS,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,7000.0,71.5,TRIASSIC,SANDSTONE,4350.0,22.75
4313,OIL,5153.499999999999,COMPRESSION,FORELAND,MIDDLE EAST,7000.0,71.5,CRETACEOUS,LIMESTONE,161.0,10.15
4314,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,71.5,CRETACEOUS,SANDSTONE,161.0,10.15
4315,OIL,4089.999999999999,COMPRESSION,SALT,MIDDLE EAST,101.0,11.5,PERMIAN,DOLOMITE,14.0,15.0
4316,OIL,2960.5,INVERSION,INVERSION,FAR EAST,160.0,71.5,PALEOGENE,SANDSTONE,75.0,17.5
4317,OIL,7513.5,EXTENSION,RIFT,FAR EAST,245.0,29.75,PROTEROZOIC,DOLOMITE,5.3,15.0
4318,OIL,10170.0,COMPRESSION,THRUST,NORTH AMERICA,101.0,11.5,NEOGENE,SANDSTONE,4350.0,26.25
4319,GAS-CONDENSATE,4089.999999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,7000.0,1700.5,CRETACEOUS,SANDSTONE,14.0,5.05
4320,GAS,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,101.0,71.5,PERMIAN,SANDSTONE,361.0,17.5
4321,GAS-CONDENSATE,10170.0,GRAVITY,DELTA,AFRICA,101.0,11.5,NEOGENE,SANDSTONE,4350.0,41.5
4322,OIL,15389.0,INVERSION,INVERSION,EUROPE,475.0,101.5,CRETACEOUS,CHALK,1.305,10.15
4323,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,DEVONIAN,DOLOMITE,5.3,12.65
4324,OIL,8763.5,INVERSION,RIFT,FAR EAST,475.0,140.0,PALEOGENE,SANDSTONE,4350.0,20.0
4325,GAS,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,101.0,71.5,CRETACEOUS,SANDSTONE,4350.0,41.5
4326,OIL,7513.5,EXTENSION,RIFT,FAR EAST,245.0,48.25,ORDOVICIAN,DOLOMITE,35.0,17.5
4327,OIL,5153.499999999999,EXTENSION,PASSIVE MARGIN,EUROPE,676.9999999999999,101.5,JURASSIC,SANDSTONE,1.305,5.05
4328,OIL,5153.499999999999,COMPRESSION,FORELAND,NORTH AMERICA,345.0,101.5,CRETACEOUS,SANDSTONE,35.0,12.65
4329,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,7000.0,140.0,CRETACEOUS,SANDSTONE,4350.0,26.25
4330,OIL,6288.5,COMPRESSION,INTRACRATONIC,NORTH AMERICA,46.5,11.5,SILURIAN,DOLOMITE,1.305,5.05
4331,OIL,10170.0,GRAVITY,SALT,LATIN AMERICA,160.0,29.75,PALEOGENE,SANDSTONE,161.0,12.65
4332,OIL,4089.999999999999,COMPRESSION,SUB-THRUST,NORTH AMERICA,46.5,48.25,JURASSIC,CHALKY LIMESTONE,1.305,17.5
4333,GAS-CONDENSATE,7513.5,INVERSION,INVERSION,FAR EAST,676.9999999999999,101.5,PALEOGENE,SANDSTONE,850.0,26.25
4334,OIL,4089.999999999999,COMPRESSION,FORELAND,FAR EAST,7000.0,1700.5,JURASSIC,SANDSTONE,161.0,5.05
4335,GAS,4089.999999999999,COMPRESSION,INTRACRATONIC,NORTH AMERICA,475.0,205.0,CARBONIFEROUS,LIMESTONE,161.0,17.5
4336,OIL,1320.5,EXTENSION,SUB-SALT,AFRICA,345.0,71.5,NEOGENE,SANDSTONE,4350.0,41.5
4337,OIL,2960.5,UPLIFT,INTRACRATONIC,NORTH AMERICA,46.5,11.5,PALEOGENE,VOLCANICS,1.305,41.5
4338,OIL,8763.5,EXTENSION,RIFT,FAR EAST,160.0,29.75,CRETACEOUS,GLAUCONITIC SANDSTONE,850.0,26.25
4339,GAS,7513.5,COMPRESSION,INVERSION,FORMER SOVIET UNION,160.0,101.5,JURASSIC,SANDSTONE,14.0,26.25
4340,OIL,5153.499999999999,EXTENSION,RIFT,EUROPE,475.0,29.75,PERMIAN,SANDSTONE,161.0,17.5
4341,OIL,10170.0,EXTENSION,RIFT,EUROPE,101.0,11.5,PALEOGENE,SANDSTONE,4350.0,22.75
4342,GAS-CONDENSATE,15389.0,GRAVITY,DELTA,FAR EAST,475.0,101.5,NEOGENE,LOW-RESISTIVITY SANDSTONE,361.0,15.0
4343,GAS-CONDENSATE,10170.0,COMPRESSION,THRUST,FAR EAST,475.0,337.5,CARBONIFEROUS,DOLOMITE,14.0,12.65
4344,GAS,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,205.0,CRETACEOUS,SANDSTONE,850.0,17.5
4345,OIL,2960.5,EXTENSION,RIFT,NORTH AMERICA,475.0,205.0,CRETACEOUS,SANDSTONE,75.0,12.65
4346,OIL,5153.499999999999,EXTENSION,RIFT,FAR EAST,7000.0,1700.5,PALEOGENE,SANDSTONE,850.0,17.5
4347,OIL,6288.5,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,160.0,71.5,CRETACEOUS,SANDSTONE,1.305,20.0
4348,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,245.0,140.0,PERMIAN,SILTSTONE,1.305,5.05
4349,GAS-CONDENSATE,8763.5,GRAVITY,SALT,NORTH AMERICA,475.0,11.5,CRETACEOUS,SANDSTONE,361.0,41.5
4350,GAS,6288.5,TRANSPRESSION,PASSIVE MARGIN,FORMER SOVIET UNION,101.0,71.5,JURASSIC,SANDSTONE,4350.0,20.0
4351,OIL,10170.0,GRAVITY,SALT,MIDDLE EAST,160.0,29.75,CRETACEOUS,LIMESTONE,161.0,20.0
4352,OIL,5153.499999999999,GRAVITY,SALT,EUROPE,46.5,48.25,JURASSIC,SANDSTONE,850.0,41.5
4353,OIL,4089.999999999999,COMPRESSION,WRENCH,NORTH AMERICA,160.0,71.5,NEOGENE,SANDSTONE,4350.0,22.75
4354,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,NORTH AMERICA,475.0,101.5,CARBONIFEROUS,LIMESTONE,5.3,20.0
4355,OIL,15389.0,STRIKE-SLIP,WRENCH,NORTH AMERICA,1152.0,337.5,NEOGENE,SANDSTONE,850.0,12.65
4356,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,337.5,CRETACEOUS,SANDSTONE,4350.0,20.0
4357,GAS-CONDENSATE,7513.5,COMPRESSION,INTRACRATONIC,AFRICA,160.0,29.75,CAMBRIAN,SANDSTONE,4350.0,41.5
4358,OIL,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,160.0,48.25,CRETACEOUS,SANDSTONE,1.305,17.5
4359,GAS,6288.5,INVERSION,BACKARC,FAR EAST,475.0,205.0,NEOGENE,SANDSTONE,161.0,22.75
4360,OIL,8763.5,COMPRESSION,THRUST,FAR EAST,475.0,337.5,PALEOGENE,SANDSTONE,850.0,17.5
4361,OIL,8763.5,GRAVITY,DELTA,NORTH AMERICA,345.0,101.5,NEOGENE,SANDSTONE,4350.0,26.25
4362,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,160.0,11.5,PERMIAN,DOLOMITE,1.305,5.05
4363,GAS,6288.5,INVERSION,RIFT,FAR EAST,7000.0,29.75,CRETACEOUS,SANDSTONE,4350.0,12.65
4364,OIL,8763.5,GRAVITY,SALT,MIDDLE EAST,46.5,11.5,CRETACEOUS,CHALKY LIMESTONE,5.3,15.0
4365,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,1152.0,71.5,CRETACEOUS,SANDSTONE,4350.0,41.5
4366,OIL,6288.5,STRIKE-SLIP,WRENCH,AFRICA,101.0,71.5,NEOGENE,SANDSTONE,161.0,10.15
4367,GAS,10170.0,COMPRESSION,INTRACRATONIC,NORTH AMERICA,345.0,101.5,ORDOVICIAN,DOLOMITE,161.0,26.25
4368,OIL,7513.5,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,1700.5,PERMIAN,SANDSTONE,361.0,26.25
4369,OIL,5153.499999999999,COMPRESSION,SALT,MIDDLE EAST,160.0,101.5,CRETACEOUS,CHALK,1.305,5.05
4370,OIL,6288.5,COMPRESSION,FORELAND,FAR EAST,245.0,48.25,NEOGENE,LIMESTONE,35.0,20.0
4371,OIL,5153.499999999999,COMPRESSION,SUB-SALT,FORMER SOVIET UNION,7000.0,1700.5,CARBONIFEROUS,LIMESTONE,35.0,17.5
4372,OIL,1320.5,GRAVITY,DELTA,NORTH AMERICA,46.5,29.75,PALEOGENE,SANDSTONE,4350.0,26.25
4373,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,345.0,337.5,CRETACEOUS,SANDSTONE,361.0,22.75
4374,OIL,1320.5,GRAVITY,DELTA,NORTH AMERICA,46.5,11.5,PALEOGENE,SANDSTONE,35.0,17.5
4375,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,140.0,PERMIAN,DOLOMITE,5.3,10.15
4376,OIL,6288.5,GRAVITY,SALT,MIDDLE EAST,676.9999999999999,1700.5,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,14.0,10.15
4377,OIL,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,676.9999999999999,48.25,DEVONIAN,DOLOMITE,5.3,5.05
4378,GAS,15389.0,INVERSION,INVERSION,FORMER SOVIET UNION,7000.0,337.5,DEVONIAN,SANDSTONE,850.0,41.5
4379,OIL,1320.5,INVERSION,RIFT,AFRICA,345.0,205.0,PALEOGENE,LIMESTONE,35.0,15.0
4380,OIL,1320.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,7000.0,1700.5,CARBONIFEROUS,SANDSTONE,161.0,20.0
4381,OIL,5153.499999999999,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,1152.0,1700.5,JURASSIC,SANDSTONE,35.0,12.65
4382,OIL,10170.0,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,160.0,48.25,JURASSIC,SANDSTONE,361.0,20.0
4383,GAS,6288.5,COMPRESSION,FORELAND,MIDDLE EAST,245.0,29.75,CRETACEOUS,CHALKY LIMESTONE,5.3,15.0
4384,OIL,2960.5,COMPRESSION,THRUST,FAR EAST,1152.0,337.5,JURASSIC,SANDSTONE,35.0,17.5
4385,GAS,8763.5,COMPRESSION,THRUST,EUROPE,676.9999999999999,140.0,TRIASSIC,SANDSTONE,14.0,22.75
4386,OIL,1320.5,GRAVITY,PASSIVE MARGIN,NORTH AMERICA,475.0,337.5,JURASSIC,SANDSTONE,4350.0,41.5
4387,GAS-CONDENSATE,15389.0,INVERSION,SUB-SALT,EUROPE,245.0,71.5,PERMIAN,SANDSTONE,35.0,15.0
4388,OIL,4089.999999999999,EXTENSION,RIFT,EUROPE,7000.0,140.0,JURASSIC,SANDSTONE,1.305,12.65
4389,OIL,5153.499999999999,EXTENSION,RIFT,FAR EAST,1152.0,140.0,CRETACEOUS,GLAUCONITIC SANDSTONE,850.0,22.75
4390,OIL,1320.5,COMPRESSION,FORELAND,FAR EAST,676.9999999999999,1700.5,JURASSIC,SANDSTONE,361.0,10.15
4391,GAS,1320.5,GRAVITY,SALT,EUROPE,475.0,29.75,JURASSIC,SANDSTONE,361.0,12.65
4392,GAS,4089.999999999999,INVERSION,RIFT,EUROPE,245.0,101.5,TRIASSIC,SANDSTONE,4350.0,20.0
4393,OIL,1320.5,EXTENSION,INTRACRATONIC,EUROPE,676.9999999999999,101.5,CRETACEOUS,CHALK,1.305,5.05
4394,OIL,7513.5,COMPRESSION,FORELAND,FORMER SOVIET UNION,245.0,101.5,CARBONIFEROUS,LIMESTONE,35.0,17.5
4395,OIL,2960.5,EXTENSION,WRENCH,FAR EAST,245.0,337.5,PALEOGENE,SANDSTONE,4350.0,41.5
4396,GAS,5153.499999999999,INVERSION,RIFT,FAR EAST,7000.0,71.5,PALEOGENE,SANDSTONE,161.0,17.5
4397,GAS-CONDENSATE,15389.0,EXTENSION,RIFT,AFRICA,46.5,29.75,CRETACEOUS,LOW-RESISTIVITY SANDSTONE,361.0,26.25
4398,OIL,8763.5,STRIKE-SLIP,WRENCH,AFRICA,101.0,48.25,NEOGENE,THINLY-BEDDED SANDSTONE,361.0,41.5
4399,GAS,7513.5,COMPRESSION,THRUST,FORMER SOVIET UNION,1152.0,1700.5,NEOGENE,SANDSTONE,361.0,26.25
4400,OIL,7513.5,COMPRESSION,THRUST,NORTH AMERICA,345.0,29.75,CAMBRIAN,DOLOMITE,1.305,5.05
4401,OIL,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,1152.0,1700.5,JURASSIC,DOLOMITE,75.0,17.5
4402,GAS,15389.0,COMPRESSION,FORELAND,NORTH AMERICA,345.0,11.5,CARBONIFEROUS,DOLOMITE,5.3,5.05
4403,GAS,4089.999999999999,COMPRESSION,THRUST,FORMER SOVIET UNION,46.5,11.5,NEOGENE,SANDSTONE,4350.0,26.25
4404,GAS-CONDENSATE,10170.0,EXTENSION,RIFT,EUROPE,245.0,205.0,JURASSIC,SANDSTONE,4350.0,41.5
4405,OIL,2960.5,STRIKE-SLIP,BACKARC,FAR EAST,676.9999999999999,140.0,NEOGENE,SANDSTONE,850.0,26.25
4406,OIL,4089.999999999999,COMPRESSION,FORELAND,FAR EAST,7000.0,71.5,PROTEROZOIC,DOLOMITE,1.305,10.15
4407,OIL,2960.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,DEVONIAN,DOLOMITE,361.0,26.25
4408,GAS,15389.0,COMPRESSION,SUB-SALT,AFRICA,7000.0,1700.5,CARBONIFEROUS,SANDSTONE,361.0,20.0
4409,OIL,2960.5,EXTENSION,PASSIVE MARGIN,LATIN AMERICA,345.0,11.5,CRETACEOUS,LIMESTONE,161.0,20.0
4410,OIL,1320.5,EXTENSION,RIFT,AFRICA,676.9999999999999,48.25,PALEOGENE,LIMESTONE,35.0,12.65
4411,OIL,8763.5,EXTENSION,RIFT,FAR EAST,245.0,48.25,PALEOGENE,SANDSTONE,35.0,15.0
4412,OIL,6288.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,29.75,CRETACEOUS,SANDSTONE,161.0,12.65
4413,OIL,2960.5,COMPRESSION,FORELAND,MIDDLE EAST,345.0,11.5,JURASSIC,LIMESTONE,35.0,20.0
4414,GAS-CONDENSATE,10170.0,EXTENSION,RIFT,EUROPE,345.0,205.0,JURASSIC,SANDSTONE,361.0,12.65
4415,OIL,6288.5,INVERSION,RIFT,EUROPE,245.0,101.5,PERMIAN,DOLOMITE,75.0,10.15
4416,GAS-CONDENSATE,15389.0,COMPRESSION,INTRACRATONIC,FORMER SOVIET UNION,676.9999999999999,48.25,CRETACEOUS,SANDSTONE,5.3,10.15
4417,OIL,4089.999999999999,COMPRESSION,FORELAND,NORTH AMERICA,101.0,71.5,CARBONIFEROUS,LIMESTONE,161.0,22.75
4418,OIL,8763.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,CRETACEOUS,SANDSTONE,14.0,10.15
4419,GAS,1320.5,COMPRESSION,FORELAND,NORTH AMERICA,46.5,11.5,JURASSIC,LIMESTONE,35.0,17.5
